区域,小区名称,户型,面积,价格(万),单价(元/平米),地址,朝向,装修,楼层,年代
姑苏,中锐姑苏尚城（姑苏平江新城）,3室 2厅,91.0平,250万,27472元/平,苏站路与江宙路交汇处,南,精装,中区/21层,暂无数据
姑苏,时代晶华（姑苏石路）,1室 1厅,73.36平,89万,12131元/平,金门路108号（金门路与广济南路交汇处）,东,简装,中区/20层,暂无数据
姑苏,中锐姑苏尚城（姑苏平江新城）,4室 2厅,132.0平,347万,26287元/平,苏站路与江宙路交汇处,南北,毛坯,低区/25层,暂无数据
姑苏,金塘新村（姑苏胥江）,2室 1厅,62.5平,125万,20000元/平,胥江路与桐泾南路交汇处东南角,南,精装,高区/6层,暂无数据
姑苏,宝隆广场（姑苏平江新城）,1室 1厅,42.0平,50万,11904元/平,城北东路988号,北,简装,低区/13层,暂无数据
姑苏,万科金域平江（姑苏平江新城）,3室 2厅,116.5平,385万,33047元/平,江乾路与莲升路交汇口（万达广场东500米）,南北,精装,中区/18层,暂无数据
姑苏,半岛小区（姑苏十全街）,3室 1厅,95.6平,210万,21966元/平,"十全街21号,十全街与网师巷交叉口北50米",暂无数据,暂无数据,高区/6层,暂无数据
姑苏,世茂运河城瀚河苑（姑苏沧浪新城）,3室 2厅,89.5平,266万,29720元/平,宝带西路1199号,南,精装,高区/32层,2015年建
姑苏,世茂运河城和茂苑一期（姑苏沧浪新城）,2室 2厅,88.3平,225万,25481元/平,宝带西路1199号,南,精装,高区/24层,暂无数据
姑苏,鼎泰花园（姑苏南门）,2室 2厅,88.28平,215万,24354元/平,南环东路899号,南,精装,高区/32层,暂无数据
姑苏,竹辉新村（姑苏南门）,2室 1厅,45.61平,87万,19074元/平,竹辉路651号,暂无数据,暂无数据,中区/5层,暂无数据
姑苏,景运家园（姑苏胥江）,3室 2厅,138.9平,285万,20518元/平,西环路体育中心南侧600米,南北,精装,中区/10层,暂无数据
姑苏,中海御景湾（姑苏金阊新城）,3室 2厅,89.14平,174万,19519元/平,虎殿路与藕前路交叉口,南,简装,高区/39层,暂无数据
姑苏,领秀江南（姑苏南门）,3室 2厅,150.0平,490万,32666元/平,南园南路8号(南园南路与内马路交汇处,暂无数据,简装,中区/4层,暂无数据
姑苏,世茂运河城瀚河苑（姑苏沧浪新城）,3室 2厅,192.0平,485万,25260元/平,宝带西路1199号,暂无数据,毛坯,中区/29层,暂无数据
姑苏,新养蚕里新村（姑苏南门）,2室 1厅,63.39平,164万,25871元/平,竹辉路40号,南,毛坯,低区/3层,暂无数据
姑苏,世茂运河城瀚河苑（姑苏沧浪新城）,4室 2厅,173.0平,463万,26763元/平,宝带西路1199号,南北,毛坯,中区/25层,暂无数据
姑苏,他她公馆（姑苏平江新城）,2室 2厅,43.0平,82万,19069元/平,石曲街99号,东西,精装,高区/10层,暂无数据
姑苏,云庭城市中心花园（姑苏胥江）,2室 2厅,98.88平,220万,22249元/平,劳动路988号,南北,豪装,低区/26层,2006年建
姑苏,中海凤凰熙岸（姑苏胥江）,2室 2厅,89.09平,336万,37793元/平,西环路高架与西环路高架出口交叉口东北,暂无数据,精装,高区/20层,暂无数据
姑苏,杨枝三村（姑苏葑门）,2室 2厅,67.32平,110万,16339元/平,杨枝小学附近,暂无数据,精装,高区/6层,暂无数据
姑苏,网师花苑（姑苏十全街）,3室 2厅,132.6平,460万,34690元/平,十全街南石皮弄6号,暂无数据,精装,中区/4层,暂无数据
姑苏,齐门人家（姑苏平江新城）,2室 2厅,84.15平,186万,22103元/平,苏站路588号,南,毛坯,高区/31层,暂无数据
姑苏,齐门人家（姑苏平江新城）,1室 2厅,64.0平,135万,21093元/平,苏站路588号,暂无数据,简装,低区/30层,暂无数据
姑苏,星光耀花园（姑苏金阊新城）,3室 2厅,89.56平,182万,20321元/平,金筑街与虎池路交汇处,南北,毛坯,高区/36层,暂无数据
姑苏,石桥里小区（姑苏齐门）,6室 2厅,160.0平,680万,42500元/平,白塔西路附近,南北,精装,低区/1层,暂无数据
姑苏,大龙港新村（姑苏南门）,2室 1厅,58.1平,95万,16351元/平,东吴北路67号,南,简装,高区/6层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,4室 2厅,168.13平,469万,27918元/平,西环路高架与西环路高架出口交叉口东北,南北,毛坯,中区/20层,暂无数据
姑苏,双悦大厦（姑苏平江新城）,2室 2厅,46.0平,72万,15652元/平,平江新城管委会大厦旁,南,精装,中区/10层,暂无数据
姑苏,官庄前花园（姑苏沧浪新城）,3室 2厅,116.0平,288万,24827元/平,友新路西（石湖公园北）,南北,毛坯,中区/11层,暂无数据
姑苏,创智赢家（姑苏葑门）,3室 2厅,167.0平,330万,19760元/平,东环路655号,南,毛坯,高区/25层,暂无数据
姑苏,苏州世茂广场（姑苏沧浪新城）,1室 1厅,53.63平,96万,17900元/平,宝带西路1155号,南,精装,高区/18层,暂无数据
姑苏,水韵新苑（姑苏胥江）,2室 1厅,69.66平,158万,22753元/平,西环路875号,南,精装,低区/17层,暂无数据
姑苏,半岛小区（姑苏十全街）,3室 2厅,112.0平,268万,23928元/平,"十全街21号,十全街与网师巷交叉口北50米",暂无数据,精装,高区/3层,暂无数据
姑苏,他她公馆（姑苏平江新城）,2室 2厅,46.8平,82万,17521元/平,石曲街99号,暂无数据,简装,高区/10层,暂无数据
姑苏,东二路小区（姑苏南门）,2室 1厅,56.72平,122万,21509元/平,东二路2号,南北,精装,低区/6层,暂无数据
姑苏,盘福苑（姑苏南门）,4室 2厅,128.0平,245万,19140元/平,盘门路175号,暂无数据,精装,高区/5层,暂无数据
姑苏,解放新村（姑苏胥江）,4室 3厅,80.0平,205万,25625元/平,解放东路(解放东路与盘胥路交汇处）,暂无数据,中装,高区/6层,暂无数据
姑苏,万科金品家园（姑苏胥江）,3室 2厅,143.0平,408万,28531元/平,西环路与劳动路的交汇处,暂无数据,豪装,中区/27层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,3室 2厅,89.58平,260万,29024元/平,西环路高架与西环路高架出口交叉口东北,南,豪装,中区/20层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,1室 1厅,89.0平,276万,31011元/平,西环路高架与西环路高架出口交叉口东北,暂无数据,毛坯,高区/20层,暂无数据
姑苏,齐门人家（姑苏平江新城）,3室 2厅,126.0平,258万,20476元/平,苏站路588号,南北,毛坯,高区/27层,暂无数据
姑苏,双悦大厦（姑苏平江新城）,2室 1厅,47.0平,65万,13829元/平,平江新城管委会大厦旁,南,精装,高区/10层,暂无数据
姑苏,他她公馆（姑苏平江新城）,2室 2厅,45.0平,80万,17777元/平,石曲街99号,东西,精装,高区/10层,暂无数据
姑苏,和泰家园（姑苏金阊新城）,4室 2厅,120.0平,240万,20000元/平,苏州市姑苏区虎池路668号,南北,精装,高区/30层,暂无数据
姑苏,彭义里9号（姑苏十全街）,4室 2厅,98.7平,266万,26950元/平,十全街和相王弄交界处,南,精装,高区/5层,暂无数据
姑苏,万科金品家园（姑苏胥江）,3室 2厅,124.65平,327万,26233元/平,西环路与劳动路的交汇处,南,精装,低区/32层,暂无数据
姑苏,嘉园（姑苏十全街）,4室 3厅,198.0平,620万,31313元/平,南石皮弄7号,(进门)南,毛坯,地上3层,暂无数据
姑苏,挹秀新村（姑苏平江新城）,3室 2厅,90.8平,185万,20374元/平,北环路华东电器城对面,南,中装,高区/6层,暂无数据
姑苏,万科金色里程（姑苏金阊新城）,3室 2厅,89.13平,175万,19634元/平,城北路与学前路交汇处,暂无数据,精装,高区/34层,暂无数据
姑苏,梅亭苑（姑苏胥江）,5室 4厅,204.0平,307万,15049元/平,西环路与南环路交界处,暂无数据,毛坯,高区/5层,暂无数据
姑苏,嘉裕花园（姑苏平江新城）,3室 2厅,127.0平,337万,26535元/平,苏站路鼎尚花园东边，官渎花园对面,暂无数据,精装,高区/22层,暂无数据
姑苏,桂花公寓（姑苏南门）,4室 2厅,98.0平,390万,39795元/平,南园北路6号,暂无数据,暂无数据,高区/4层,暂无数据
姑苏,冠南苑（姑苏葑门）,3室 1厅,68.57平,174万,25375元/平,杨枝塘路城湾地区158号,南,精装,中区/30层,暂无数据
姑苏,二郎巷（姑苏十全街）,1室 1厅,45.84平,95万,20724元/平,十全街二郎巷,南,精装,高区/5层,暂无数据
姑苏,南环花苑（姑苏南门）,3室 2厅,136.0平,420万,30882元/平,内马路青旸路7号,南北,精装,中区/5层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,4室 2厅,143.0平,387万,27104元/平,西环路高架与西环路高架出口交叉口东北,南,毛坯,高区/20层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,2室 2厅,88.9平,205万,23059元/平,西环路高架与西环路高架出口交叉口东北,暂无数据,精装,高区/20层,暂无数据
姑苏,齐门人家（姑苏平江新城）,3室 2厅,126.0平,256万,20317元/平,苏站路588号,南北,毛坯,低区/27层,暂无数据
姑苏,官庄前花园（姑苏沧浪新城）,3室 1厅,86.0平,195万,22674元/平,友新路西（石湖公园北）,南北,简装,低区/11层,暂无数据
姑苏,梅亭苑（姑苏胥江）,3室 2厅,118.0平,215万,18220元/平,西环路与南环路交界处,南北,毛坯,中区/5层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,2室 2厅,79.89平,205万,25660元/平,西环路高架与西环路高架出口交叉口东北,南,简装,低区/20层,暂无数据
姑苏,吴衙场37号（姑苏十全街）,3室 2厅,48.89平,165万,33749元/平,吴衙场37号,暂无数据,精装,低区/1层,暂无数据
姑苏,新南环新村五组团（姑苏南门）,1室 1厅,55.18平,113万,20478元/平,南环与南园路交汇,暂无数据,精装,中区/33层,暂无数据
姑苏,里河新村（二三四村）（姑苏葑门）,2室 1厅,56.0平,90万,16071元/平,莫邪路与杨枝塘路交叉口,暂无数据,精装,高区/6层,暂无数据
姑苏,万科金色里程（姑苏金阊新城）,3室 2厅,90.0平,184万,20444元/平,城北路与学前路交汇处,南北,精装,中区/34层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,2室 2厅,90.0平,235万,26111元/平,西环路高架与西环路高架出口交叉口东北,南,毛坯,低区/20层,暂无数据
姑苏,英雄大厦（姑苏十全街）,1室 1厅,51.0平,48万,9411元/平,十全街201号,西,精装,中区/6层,暂无数据
姑苏,万科金品家园（姑苏胥江）,4室 2厅,169.73平,598万,35232元/平,西环路与劳动路的交汇处,南北,精装,中区/32层,暂无数据
姑苏,梅花新村（姑苏平江新城）,1室 1厅,50.0平,80万,16000元/平,官渎路（好又多超市梅花店附近）,南,精装,高区/6层,暂无数据
姑苏,杨枝三村（姑苏葑门）,1室 1厅,48.5平,82万,16907元/平,杨枝小学附近,南,简装,中区/6层,暂无数据
姑苏,苏州世茂广场（姑苏沧浪新城）,2室 1厅,53.0平,92万,17358元/平,宝带西路1155号,暂无数据,精装,中区/18层,暂无数据
姑苏,玉兰新村（姑苏南门）,2室 2厅,81.3平,205万,25215元/平,南园北路25号,南,简装,低区/5层,暂无数据
姑苏,南华公寓（姑苏南门）,3室 2厅,97.0平,186万,19175元/平,南环东路781号,暂无数据,中装,低区/5层,暂无数据
姑苏,梧桐花园（姑苏娄门）,2室 2厅,90.0平,282万,31333元/平,东环路1858号,南,精装,高区/7层,暂无数据
姑苏,双悦大厦（姑苏平江新城）,1室 2厅,32.0平,41万,12812元/平,平江新城管委会大厦旁,西,精装,高区/10层,暂无数据
姑苏,中海御景湾（姑苏金阊新城）,3室 2厅,111.1平,192万,17281元/平,虎殿路与藕前路交叉口,南北,精装,高区/39层,暂无数据
姑苏,双悦大厦（姑苏平江新城）,2室 2厅,71.56平,113万,15790元/平,平江新城管委会大厦旁,南北,精装,中区/10层,暂无数据
姑苏,金之枫花园（姑苏金门）,3室 2厅,108.0平,235万,21759元/平,金门路282-3号,暂无数据,精装,低区/4层,暂无数据
姑苏,南园花苑（姑苏南门）,5室 3厅,186.5平,320万,17158元/平,南园南路与南门路交叉口,暂无数据,中装,高区/5层,暂无数据
姑苏,梅林新苑（姑苏平江新城）,2室 1厅,55.0平,111万,20181元/平,娄门街道齐门外大街,南,简装,中区/5层,暂无数据
姑苏,现代花园二期（姑苏葑门）,2室 1厅,69.47平,128万,18425元/平,杨枝塘路(杨枝塘路与东环路交汇处),南,中装,低区/5层,暂无数据
姑苏,天筑家园北区（姑苏平江新城）,5室 2厅,340.0平,1020万,30000元/平,清塘北路与312国道交汇处,(进门)南,豪装,地上1层,暂无数据
姑苏,家悦花园（姑苏平江新城）,2室 1厅,82.69平,204万,24670元/平,平海路与江星路交叉口,南北,精装,中区/27层,暂无数据
姑苏,中海御景湾（姑苏金阊新城）,3室 2厅,115.0平,215万,18695元/平,虎殿路与藕前路交叉口,南,精装,高区/39层,暂无数据
姑苏,梅花新村（姑苏平江新城）,3室 2厅,90.5平,155万,17127元/平,官渎路（好又多超市梅花店附近）,南,中装,高区/6层,暂无数据
姑苏,苏州世茂广场（姑苏沧浪新城）,2室 1厅,53.5平,87万,16261元/平,宝带西路1155号,南北,精装,中区/18层,暂无数据
姑苏,东大街412号（姑苏南门）,1室 1厅,41.0平,65万,15853元/平,东大街412号,北,简装,中区/3层,暂无数据
姑苏,永林新村（姑苏娄门）,1室 1厅,48.12平,113万,23482元/平,东环路西、莫邪路东、日规路南、三星路北,南,豪装,中区/5层,暂无数据
姑苏,中军新村（姑苏南门）,1室 1厅,36.31平,54万,14871元/平,苏州市姑苏区东大街,南,中装,中区/4层,暂无数据
姑苏,世茂运河城和茂苑一期（姑苏沧浪新城）,4室 2厅,187.0平,490万,26203元/平,宝带西路1199号,南北,毛坯,中区/14层,暂无数据
姑苏,鼎尚花园（姑苏平江新城）,4室 2厅,122.0平,243万,19918元/平,苏站路688号,南,精装,高区/5层,暂无数据
姑苏,里河新村（五六七八村）（姑苏葑门）,2室 1厅,60.93平,174万,28557元/平,杨枝塘路63号附近,暂无数据,简装,低区/5层,暂无数据
姑苏,万科金品家园（姑苏胥江）,1室 1厅,68.0平,174万,25588元/平,西环路与劳动路的交汇处,暂无数据,精装,低区/18层,暂无数据
姑苏,恒润新新家园（姑苏留园西园）,2室 2厅,64.0平,160万,25000元/平,西环路与新庄西路交叉口西南侧,暂无数据,精装,高区/6层,暂无数据
姑苏,嘉业阳光城（姑苏留园西园）,3室 2厅,137.7平,245万,17792元/平,西环路（西环路与北环路交叉口）,南,精装,中区/14层,暂无数据
姑苏,汇翠花园（姑苏平江新城）,5室 3厅,176.0平,296万,16818元/平,平泷路与江星路交汇处西北,暂无数据,毛坯,高区/5层,暂无数据
姑苏,现代花园三期（姑苏葑门）,3室 2厅,92.21平,175万,18978元/平,杨枝塘路与东环路交汇处×,南,简装,低区/5层,暂无数据
姑苏,四季商业广场（姑苏沧浪新城）,2室 1厅,47.11平,60万,12736元/平,新郭路和吴中西路交界处,东西,精装,高区/6层,暂无数据
姑苏,官渎花园（姑苏平江新城）,4室 2厅,146.81平,286万,19480元/平,官渎路华东电器城北200米,南北,毛坯,高区/5层,暂无数据
姑苏,日规路1号（姑苏娄门）,4室 2厅,65.0平,153万,23538元/平,日规路1号,南,中装,高区/6层,暂无数据
姑苏,鑫苑景园（姑苏留园西园）,1室 1厅,44.1平,60万,13605元/平,西环路3108号,暂无数据,中装,低区/18层,暂无数据
姑苏,梅林新苑（姑苏平江新城）,3室 1厅,76.54平,203万,26522元/平,娄门街道齐门外大街,南,精装,中区/5层,暂无数据
姑苏,广大家园（姑苏胥江）,3室 2厅,89.0平,166万,18651元/平,西环路899号,南北,精装,高区/5层,暂无数据
姑苏,四季商业广场（姑苏沧浪新城）,2室 1厅,47.36平,60万,12668元/平,新郭路和吴中西路交界处,东西,精装,高区/6层,暂无数据
姑苏,挹秀新村（姑苏平江新城）,2室 1厅,54.62平,136万,24899元/平,北环路华东电器城对面,南,中装,高区/6层,暂无数据
姑苏,汇翠花园（姑苏平江新城）,2室 2厅,76.0平,168万,22105元/平,平泷路与江星路交汇处西北,南北,简装,中区/5层,暂无数据
姑苏,西园路8号（姑苏留园西园）,3室 1厅,79.9平,145万,18147元/平,西园路8号,南,精装,中区/6层,暂无数据
姑苏,益锦苑（姑苏胥江）,3室 2厅,129.22平,184万,14239元/平,横塘东街46号,南北,简装,低区/6层,暂无数据
姑苏,南园新村小区（姑苏南门）,2室 1厅,53.66平,128万,23853元/平,新市路南，东大街西,暂无数据,中装,低区/6层,暂无数据
姑苏,大观花园北区（姑苏平江新城）,2室 2厅,97.6平,266万,27254元/平,平河路2288,南,精装,中区/20层,暂无数据
姑苏,日规路1号（姑苏娄门）,2室 1厅,68.42平,121万,17684元/平,日规路1号,南,中装,高区/7层,暂无数据
姑苏,恒润新新家园（姑苏留园西园）,4室 2厅,129.16平,320万,24775元/平,西环路与新庄西路交叉口西南侧,南北,精装,高区/6层,暂无数据
姑苏,龙港公寓（姑苏南门）,1室 1厅,42.0平,58万,13809元/平,南环西路158-1号,西,简装,高区/6层,暂无数据
姑苏,世茂运河城和茂苑二期（姑苏沧浪新城）,1室 2厅,62.0平,169万,27258元/平,宝带西路1199号,南,精装,高区/30层,暂无数据
姑苏,里河一村（姑苏葑门）,1室 1厅,38.06平,67万,17603元/平,莫邪路与杨枝塘路交叉口,南,简装,中区/7层,暂无数据
姑苏,仲雅苑北区（姑苏平江新城）,4室 2厅,67.86平,201万,29619元/平,广济北路平泷路,南,简装,高区/11层,暂无数据
姑苏,官渎花园（姑苏平江新城）,3室 0厅,58.0平,99万,17068元/平,官渎路华东电器城北200米,南,简装,中区/5层,暂无数据
姑苏,寒舍（姑苏金门）,4室 2厅,200.67平,480万,23919元/平,枫桥路888号,(进门)东,精装,地上3层,暂无数据
姑苏,汇翠花园（姑苏平江新城）,5室 2厅,197.08平,275万,13953元/平,平泷路与江星路交汇处西北,南,毛坯,高区/5层,暂无数据
姑苏,四季商业广场（姑苏沧浪新城）,5室 1厅,47.36平,60万,12668元/平,新郭路和吴中西路交界处,东西,精装,高区/6层,暂无数据
姑苏,南山金城1958（姑苏金阊新城）,4室 2厅,86.5平,271万,31329元/平,城北西路1958号,南北,豪装,高区/6层,暂无数据
姑苏,官庄前花园（姑苏沧浪新城）,3室 2厅,116.5平,250万,21459元/平,友新路西（石湖公园北）,暂无数据,毛坯,高区/11层,暂无数据
姑苏,万科金色里程（姑苏金阊新城）,3室 2厅,92.16平,190万,20616元/平,城北路与学前路交汇处,南北,精装,低区/34层,暂无数据
姑苏,世茂运河城苏和苑（姑苏沧浪新城）,4室 2厅,190.0平,480万,25263元/平,吴中西路,暂无数据,精装,低区/26层,暂无数据
姑苏,仲雅苑北区（姑苏平江新城）,2室 1厅,77.0平,255万,33116元/平,广济北路平泷路,南北,简装,高区/11层,暂无数据
姑苏,家悦花园（姑苏平江新城）,3室 2厅,106.81平,199万,18631元/平,平海路与江星路交叉口,南,毛坯,中区/31层,暂无数据
姑苏,娄江新村（姑苏娄门）,3室 1厅,79.2平,159万,20075元/平,娄门路与东环路交界处,南,简装,中区/5层,暂无数据
姑苏,虎阜花园西区（姑苏虎丘）,3室 1厅,76.0平,163万,21513元/平,清塘路333号,南北,毛坯,中区/5层,暂无数据
姑苏,家悦花园（姑苏平江新城）,2室 1厅,63.05平,129万,20459元/平,平海路与江星路交叉口,南,毛坯,中区/27层,暂无数据
姑苏,嘉裕花园（姑苏平江新城）,2室 1厅,76.0平,165万,21710元/平,苏站路鼎尚花园东边，官渎花园对面,南北,精装,中区/17层,暂无数据
姑苏,竹苑新村（姑苏）（姑苏十全街）,2室 2厅,64.99平,160万,24619元/平,竹辉路36号,暂无数据,中装,高区/6层,暂无数据
姑苏,中海御景湾（姑苏金阊新城）,3室 1厅,195.0平,250万,12820元/平,虎殿路与藕前路交叉口,南北,精装,低区/39层,暂无数据
姑苏,新南环新村三组团（姑苏南门）,2室 1厅,80.96平,176万,21739元/平,南环与南门路交汇,南北,毛坯,高区/33层,暂无数据
姑苏,新翠园新村（姑苏南门）,6室 3厅,270.0平,530万,19629元/平,南园南路228号,暂无数据,精装,高区/5层,暂无数据
姑苏,永林新村（姑苏娄门）,2室 1厅,68.4平,146万,21345元/平,东环路西、莫邪路东、日规路南、三星路北,南,中装,中区/5层,暂无数据
姑苏,世茂运河城和茂苑一期（姑苏沧浪新城）,2室 2厅,87.0平,245万,28160元/平,宝带西路1199号,暂无数据,精装,中区/24层,暂无数据
姑苏,虎阜花园西区（姑苏虎丘）,3室 2厅,190.0平,350万,18421元/平,清塘路333号,暂无数据,精装,高区/5层,暂无数据
姑苏,江枫园（姑苏留园西园）,4室 3厅,394.0平,1250万,31725元/平,留园街道枫桥路999号,(进门)西,精装,地上1层,暂无数据
姑苏,家悦花园（姑苏平江新城）,2室 1厅,82.78平,169万,20415元/平,平海路与江星路交叉口,南北,毛坯,中区/27层,暂无数据
姑苏,南山金城1958（姑苏金阊新城）,3室 2厅,122.0平,306万,25081元/平,城北西路1958号,南北,精装,中区/6层,暂无数据
姑苏,宝祥苑（姑苏金阊新城）,2室 1厅,77.63平,128万,16488元/平,城北西路2555号,暂无数据,毛坯,高区/33层,暂无数据
姑苏,娄江新村（姑苏娄门）,1室 2厅,46.6平,80万,17167元/平,娄门路与东环路交界处,南北,精装,低区/6层,暂无数据
姑苏,他她公馆（姑苏平江新城）,1室 1厅,77.83平,132万,16960元/平,石曲街99号,暂无数据,简装,中区/10层,暂无数据
姑苏,领秀金品花苑（姑苏金阊新城）,3室 2厅,125.31平,195万,15561元/平,虎北路366号,南北,毛坯,高区/26层,暂无数据
姑苏,世茂运河城尚运苑（姑苏沧浪新城）,5室 2厅,139.19平,388万,27875元/平,姑苏区宝带西路1188号,南北,暂无数据,高区/30层,暂无数据
姑苏,新南环新村五组团（姑苏南门）,3室 1厅,82.0平,164万,20000元/平,南环与南园路交汇,暂无数据,毛坯,低区/33层,暂无数据
姑苏,星光耀花园（姑苏金阊新城）,4室 2厅,150.0平,330万,22000元/平,金筑街与虎池路交汇处,暂无数据,精装,低区/36层,暂无数据
姑苏,世茂运河城瀚河苑（姑苏沧浪新城）,3室 2厅,173.0平,439万,25375元/平,宝带西路1199号,暂无数据,毛坯,低区/32层,暂无数据
姑苏,天筑家园南区（姑苏平江新城）,2室 2厅,98.0平,237万,24183元/平,平河路2099号,南北,精装,中区/5层,暂无数据
姑苏,双悦大厦（姑苏平江新城）,2室 1厅,46.0平,70万,15217元/平,平江新城管委会大厦旁,南北,精装,中区/10层,暂无数据
姑苏,水韵新苑（姑苏胥江）,3室 2厅,126.0平,317万,25158元/平,西环路875号,南北,豪装,中区/17层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,2室 2厅,110.0平,330万,30000元/平,西环路高架与西环路高架出口交叉口东北,暂无数据,毛坯,中区/20层,暂无数据
姑苏,内马路8号（姑苏南门）,3室 1厅,71.6平,143万,19972元/平,内马路8号,暂无数据,精装,高区/5层,暂无数据
姑苏,梅亭苑（姑苏胥江）,5室 2厅,204.0平,280万,13725元/平,西环路与南环路交界处,暂无数据,毛坯,高区/5层,暂无数据
姑苏,瑞富广场公寓（姑苏南门）,1室 1厅,53.65平,49万,9133元/平,人民路458号,南,精装,中区/7层,暂无数据
姑苏,和泰家园（姑苏金阊新城）,4室 2厅,121.0平,245万,20247元/平,苏州市姑苏区虎池路668号,南北,精装,中区/26层,暂无数据
姑苏,英雄大厦（姑苏十全街）,1室 1厅,51.0平,46万,9019元/平,十全街201号,暂无数据,精装,高区/6层,暂无数据
姑苏,水韵新苑（姑苏胥江）,3室 2厅,110.0平,271万,24636元/平,西环路875号,暂无数据,精装,中区/17层,暂无数据
姑苏,瑞富广场公寓（姑苏南门）,2室 1厅,77.0平,117万,15194元/平,人民路458号,暂无数据,中装,中区/7层,2005年建
姑苏,恒润新新家园（姑苏留园西园）,2室 2厅,88.89平,255万,28709元/平,西环路与新庄西路交叉口西南侧,南,精装,高区/5层,暂无数据
姑苏,苏州世茂广场（姑苏沧浪新城）,2室 1厅,55.17平,97万,17582元/平,宝带西路1155号,南北,豪装,中区/16层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,4室 2厅,143.0平,408万,28531元/平,西环路高架与西环路高架出口交叉口东北,南北,毛坯,低区/20层,暂无数据
姑苏,英雄大厦（姑苏十全街）,2室 2厅,54.31平,68万,12520元/平,十全街201号,暂无数据,精装,高区/6层,暂无数据
姑苏,苏州世茂广场（姑苏沧浪新城）,2室 2厅,53.0平,79万,14905元/平,宝带西路1155号,南,精装,中区/16层,暂无数据
姑苏,创智赢家（姑苏葑门）,5室 3厅,218.5平,410万,18764元/平,东环路655号,南,毛坯,中区/25层,暂无数据
姑苏,杨枝三村（姑苏葑门）,2室 1厅,59.98平,125万,20840元/平,杨枝小学附近,暂无数据,简装,中区/6层,暂无数据
姑苏,汇翠花园（姑苏平江新城）,5室 2厅,195.75平,316万,16143元/平,平泷路与江星路交汇处西北,南北,毛坯,高区/5层,暂无数据
姑苏,英雄大厦（姑苏十全街）,1室 1厅,47.0平,40万,8510元/平,十全街201号,暂无数据,精装,高区/6层,暂无数据
姑苏,齐门人家（姑苏平江新城）,2室 1厅,85.0平,172万,20235元/平,苏站路588号,南,毛坯,高区/28层,暂无数据
姑苏,嘉裕花园（姑苏平江新城）,3室 2厅,127.51平,255万,19998元/平,苏站路鼎尚花园东边，官渎花园对面,暂无数据,简装,高区/22层,暂无数据
姑苏,苏州世茂广场（姑苏沧浪新城）,1室 1厅,45.17平,77万,17046元/平,宝带西路1155号,暂无数据,毛坯,中区/18层,暂无数据
姑苏,中海凤凰熙岸（姑苏胥江）,3室 1厅,95.23平,306万,32132元/平,西环路高架与西环路高架出口交叉口东北,暂无数据,精装,高区/21层,暂无数据
姑苏,英雄大厦（姑苏十全街）,1室 1厅,51.52平,52万,10093元/平,十全街201号,南,中装,高区/6层,暂无数据
姑苏,中军新村（姑苏南门）,2室 1厅,53.37平,80万,14989元/平,苏州市姑苏区东大街,南北,中装,高区/5层,暂无数据
姑苏,英雄大厦（姑苏十全街）,1室 0厅,48.0平,50万,10416元/平,十全街201号,东,中装,高区/6层,暂无数据
姑苏,银都商业广场（姑苏平江新城）,2室 2厅,98.0平,85万,8673元/平,城北东路1088号,暂无数据,简装,中区/15层,暂无数据
姑苏,他她公馆（姑苏平江新城）,2室 1厅,45.0平,72万,16000元/平,石曲街99号,暂无数据,精装,中区/10层,暂无数据
姑苏,银都商业广场（姑苏平江新城）,2室 1厅,98.0平,98万,10000元/平,城北东路1088号,南,简装,中区/15层,暂无数据
姑苏,中海御景湾（姑苏金阊新城）,4室 2厅,143.0平,307万,21468元/平,虎殿路与藕前路交叉口,南北,简装,高区/39层,暂无数据
吴中,阳光水榭花园（吴中城南）,3室 2厅,121.0平,245万,20247元/平,东吴南路137号,南北,精装,低区/5层,暂无数据
吴中,华锦苑（吴中城南）,2室 1厅,91.07平,174万,19106元/平,天灵路200号,南,中装,低区/12层,暂无数据
吴中,阳光水榭花园（吴中城南）,2室 2厅,88.68平,172万,19395元/平,东吴南路137号,南北,简装,低区/5层,暂无数据
吴中,盘蠡村（吴中龙西）,3室 1厅,83.8平,143万,17064元/平,盘蠡路341号,南,简装,低区/6层,暂无数据
吴中,合景领峰（吴中木渎）,1室 1厅,45.0平,48万,10666元/平,金枫路268号,西南,毛坯,高区/22层,暂无数据
吴中,水香二村（吴中龙西）,2室 1厅,67.52平,110万,16291元/平,吴中西路168号,南北,中装,低区/6层,暂无数据
吴中,水香五村（吴中龙西）,2室 1厅,58.7平,113万,19250元/平,龙西路369号,暂无数据,精装,低区/6层,暂无数据
吴中,公交一村（吴中城南）,2室 1厅,73.0平,127万,17397元/平,枫津路54号,暂无数据,精装,高区/6层,暂无数据
